,0,1,2
0,0.2126467465202886,0.6784464256657365,0.0364619637631769
1,0.25134295292576425,0.6134076943695881,0.06710335702832282
2,0.4022298544737879,0.4308889018594675,0.07540428013847489
3,0.18802695660893676,0.6734514744291378,0.053551252415608985
4,0.530980731057177,0.3110607215773733,0.05898909098005234
5,0.45725073690440254,0.3647856769565916,0.07062692510855939
6,0.37386460930738963,0.48297406408371657,0.050128291771830646
7,0.34713720920687763,0.53413344800461,0.03873689558628968
8,0.6613773157427971,0.23790269932620678,0.04949823704327372
9,0.3781417717065274,0.44079790761613946,0.061194612168495865
10,0.3294809092379474,0.548744747258759,0.04043602952588188
11,0.45029097534879625,0.4200985755735065,0.04989755990250089
12,0.2110686434141158,0.6305989200075297,0.06264716802465031
13,0.393121870655861,0.4804964060395003,0.0527259046707087
14,0.19519509726402262,0.6691401404771788,0.04920690548825135
15,0.17988935419362662,0.6909496104300956,0.05033607912430327
16,0.2839313279093325,0.5741791031955294,0.064705391462617
17,0.16656237732200552,0.6972241488015953,0.047003666465563754
18,0.2377128600480738,0.6456266933128152,0.0374516760882635
19,0.26418144723274395,0.5950916902266217,0.0443694431003685
20,0.43730042314341944,0.43837209765478136,0.03708704325793377
21,0.39453375521840073,0.4569725846242658,0.04858136082073017
22,0.2535086770555566,0.642645848143161,0.041094194762003156
23,0.2952301156822017,0.5774912699431214,0.05037987709402714
24,0.20675842805330547,0.6981799013340302,0.0316731601755329
25,0.21226301183557794,0.6618282941646259,0.048705536964291696
26,0.1870876365061669,0.6770670077211811,0.054218304951142215
27,0.2507467531854317,0.6160443756861493,0.05937509015279119
28,0.379891540546609,0.4684517642966908,0.05683678315731555
29,0.25334354757190525,0.6083261991147424,0.04361567103459407
30,0.40076530614964767,0.45891070914836174,0.046715339499382225
31,0.5403490668560096,0.2768805385973936,0.09526206964155293
32,0.41649412079877024,0.45110309885348077,0.04308469888462696
33,0.35575379260883366,0.5184519084937556,0.04658839517550106
34,0.18817058310628454,0.6998576748521899,0.05905012501128937
35,0.2112898036471087,0.6698361373934212,0.04434762351486299
36,0.2189312116201947,0.6350480257837852,0.06930766552025958
37,0.3636611651816004,0.48250001881457827,0.060160274373316724
38,0.26121721443320567,0.6043986577193339,0.042778455665114734
39,0.36081001398740753,0.47577290095304114,0.0596819410321352
40,0.28291725790396427,0.5965047011408933,0.04070339437646098
41,0.1707841092797402,0.7153501191828004,0.05572759332783406
42,0.21436429945197943,0.6534559856059676,0.044534545005948445
43,0.36771364826341824,0.47076848433053975,0.08119312070186524
44,0.24968114102766847,0.571445086416003,0.0694056905258904
45,0.29406066658604857,0.5624613008873585,0.04486981021408454
46,0.3633508315606768,0.508946259857666,0.04371742411589352
47,0.3444837586075735,0.513141815319214,0.056771319194684366
48,0.06945589308800137,0.7939547247870102,0.03818869463404084
49,0.2450952730613416,0.6263462188372317,0.048585144672955494
50,0.1596784147551169,0.7048853471055034,0.059093895348521386
