,0,1,2
0,0.3743298,0.5812355,0.03836443
1,0.39247748,0.5300566,0.0440508
2,0.51902586,0.5104412,0.03772557
3,0.39179045,0.56441927,0.03731529
4,0.6448515,0.09840113,0.035962787
5,0.5042735,0.38946494,0.036903508
6,0.5799153,0.39195287,0.041946158
7,0.5227391,0.36740544,0.03736698
8,0.8924606,0.055786703,0.037827488
9,0.5020563,0.5097904,0.0366193
10,0.49585253,0.48102954,0.037428245
11,0.6459571,0.095877275,0.03717332
12,0.36507678,0.5077965,0.041489754
13,0.58757615,0.40249562,0.036524594
14,0.43445987,0.440698,0.03596126
15,0.46184215,0.44745886,0.03422032
16,0.37209854,0.52739835,0.04016501
17,0.4440545,0.48020652,0.04313305
18,0.4196912,0.453688,0.043085005
19,0.43760663,0.4157822,0.043326594
20,0.67913336,0.33896625,0.042748127
21,0.5888449,0.38665783,0.046309147
22,0.502799,0.43961507,0.036277153
23,0.50215536,0.4180316,0.038735557
24,0.3778024,0.59607124,0.041736875
25,0.36529326,0.4549277,0.038131397
26,0.38753858,0.54553795,0.03685782
27,0.4704407,0.39670774,0.043509677
28,0.4072829,0.50484407,0.041025512
29,0.5084582,0.40277207,0.04292394
30,0.46052864,0.45611173,0.039242867
31,0.5568031,0.41614133,0.043146055
32,0.5980066,0.37933594,0.03707823
33,0.5158979,0.510255,0.03897111
34,0.4150295,0.47204053,0.03597261
35,0.5094971,0.45064008,0.041341037
36,0.3399087,0.5265578,0.050035436
37,0.56784546,0.39396822,0.037271585
38,0.573447,0.38472855,0.040764313
39,0.5690404,0.38637888,0.045972686
40,0.3696201,0.5262723,0.03908428
41,0.3597043,0.5712913,0.040202122
42,0.4478101,0.5388696,0.038015842
43,0.5845555,0.45112866,0.04340376
44,0.34587255,0.5409093,0.045217995
45,0.5051113,0.40781748,0.043363273
46,0.5277383,0.39083895,0.038902007
47,0.4510005,0.4449597,0.034884818
48,0.3491309,0.61043537,0.037591085
49,0.44409448,0.40691423,0.038571984
50,0.36831784,0.580737,0.036345012
